,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,LandBase,,,
,,,,
,LAYER PRIORITY,,,
,,,,
,Value,Description,Description,
,1,Layer 1 merchantable is dominant,L'élément marchand de la strate 1 est prédominant,
,2,Layer 2 unmerchantable is dominant,L'élément non marchand de la strate 2 est prédominant,
