,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,LandBase,,,
,,,,
,unmerchantable NATURAL STOCKING,,,
,,,,
,Value,Description,Description,
,1,0 to 25% stocked with unmerchantable commercial SW/HW trees,Densité relative de 0 à 25 % avec des arbres de FF/FR commerciaux non marchands,
,2,26 to 50% stocked with unmerchantable commercial SW/HW trees,Densité relative de 26 à 50 % avec des arbres de FF/FR commerciaux non marchands,
,3,51 to 75% stocked with unmerchantable commercial SW/HW trees,Densité relative de 51 à 75 % avec des arbres de FF/FR commerciaux non marchands,
,4,76 to 100% stocked with unmerchantable commercial SW/HW trees,Densité relative de 76 à 100 % avec des arbres de FF/FR commerciaux non marchands,
