,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,LandBase,,,
,,,,
,CROWN CLOSURE INDICATOR,,,
,,,,
,Value,Description,Description,
,0,Uniform crown closure or not applicable,Fermeture uniforme du couvert ou sans objet,
,6,"Patchy, variable crown closure","Fermeture irrégulière, variable du couvert",
